,title,date,company,rating,salary,location,summary,requirements
3128,Sr. Data Scientist,4 days ago,App Annie,4,,"San Francisco, CA 94108 (Downtown area)","Using advanced data modeling techniques drawn from fields such as statistics, operations research and machine learning, together with incomparable App Annie…",
3129,Data Scientist- Apple Cloud Services,11 days ago,Apple,4.2,,"Santa Clara Valley, CA 95014","This role will be performing adhoc data analysis -You will build data engineering assets using Scala, Python and other big data SQL technologies - Program in…",
3130,Data Scientist,30+ days ago,"ESRI, Inc.",3.8,,"Redlands, CA 92373",Keep up to date with the latest technology trends in machine and deep learning and incorporate them in project delivery.,
3131,Data Scientist,30+ days ago,Waymo,3.1,,"Mountain View, CA",Collaborate with engineers and other data scientists to evaluate and improve core.Experience with tools for manipulating big data.,
3132,Data Science Relations,13 days ago,Unusual Ventures,,,"San Francisco, CA","We've started with releasing an open-source product called Label Studio, it's sole purpose is to help people working with data, usually, data scientists in…",
3133,Product Data Science Intern,26 days ago,Curai,,,"Palo Alto, CA","Experience generating insights using statistical techniques (e.g. regression, hypothesis testing).Experience working with large data sets and distributed…",
3134,Contributor | Data Engineer / Data Scientist,30+ days ago,Hyperloop Transportation Technologies,4.3,,"Los Angeles, CA","Use machine learning to solve modeling and ranking problems across discovery and search.Knowledge of Machine Learning systems, data mining, search, ranking,…",
3135,Senior Data Scientist - Experimentation and Causal Inference,30+ days ago,Twitter,4.1,,"San Francisco, CA 94103 (South of Market area)","You will be a key member of the Experimentation Data Science team working closely with data scientists, engineers, and product managers to drive a culture of…",
3136,Data Scientist - Regional Merchandising Strategy,30+ days ago,Wish,3.8,,"San Francisco, CA","The ideal candidate should be passionate about Wish and e-commerce, be able to conduct market research independently, has a strong analytical and consultative…",
3137,"Data Scientist - Analytics, Trust & Safety",30+ days ago,Bytedance,,,"Mountain View, CA","Use data to identify trends, conduct root cause analysis and suggest potential opportunities for process improvements.Experience with SQL, ETL, R/Python.",
3138,Data Engineer - Business Growth,2 days ago,JD.com,4.2,,"Mountain View, CA 94043","Analyze large-scale structured and unstructured data; develop new machine learning, statistical models and visualization tools to help answer JD advertising and…",
3139,"Data Scientist, Performance Analytics - McD Tech Labs",30+ days ago,McD Tech Labs,,,"Mountain View, CA 94040","5+ years of experience in data science or analytics.Providing insights of the product performance in real time in diverse regions and stores worldwide, the…",
3140,"Manager, Data Science (Remote OK, US only)",30+ days ago,Lark Health,,,California,"5+ years experience as a data scientist or analyst.Experience with quantitative methods required, e.g. statistics and data visualization.",
3141,"Manager, Data Science and Inventory Analytics",4 days ago,Impossible Foods,3.8,,"Redwood City, CA","Be subject matter expertise into all aspects of reporting and analytics, especially for the inventory management and visibility.",
3142,Video and Image Data Scientist,30+ days ago,Cramer Fish Sciences,,,"West Sacramento, CA 95691 (PSIP area)","Strong knowledge of and experience with applying the science and engineering theories behind image creating technologies, the integration of those technologies…",
3143,"Machine Learning Scientist, Radiology",4 days ago,Tempus,3.5,,"Redwood City, CA","The successful candidate will work collaboratively with a diverse team of Imaging Scientists, Radiologists, and Data Scientists; develop best-in-class…",
3144,Data Engineer - ETL/Data Pipeline - Remote okay (US only),23 days ago,Lark Health,,,California,"Design and build data infrastructure with efficiency, reliability and consistency to meet rapidly growing data needs .SparkML (or scikit-learn/TensorFlow).",
3145,"Data Scientist, Transaction Monitoring",30+ days ago,Wish,3.8,,"San Francisco, CA","The ideal candidate should be passionate about Wish and e-commerce, has a strong analytical and consultative mindset, deep understanding of databases,…",
3146,"Vans Data Scientist, Consumer Lifecycle Management",30+ days ago,VF Corporation,3.8,,"Costa Mesa, CA",Your attention to details and strong analytical and data qualifications will help you manage plans and projects simultaneously and ensure a high level of…,
3147,Data Scientist (m/f/d),30+ days ago,Applift,,,"San Diego, CA","Fluent in statistical analysis, data mining, and machine learning, especially in optimization, and deep learning.Familiar with Linux/Unix operating systems.",
3148,"Data Scientist, Platform Integrity",17 days ago,Snapchat,3.5,,"Los Angeles, CA 90291 (Venice area)","Set product goals, create testable hypotheses, design and evaluate experiments, monitor the health of our products and understand changes to our KPIs.",
3149,"Data Analyst - Health, Senior",3 days ago,Blue Shield of California,3.6,,"Oakland, CA","BA/BS in science, social science, public health, health services research or.Focus on market trends, product effectiveness, claims utilization, group…",
3150,Data Scientist: Machine Learning,30+ days ago,Terray Therapeutics,,,"Pasadena, CA",The candidate will also work with the larger data team on predictive medicinal chemistry and library optimization.Experience in structure-based drug design.,
3151,"Data Scientist, Creator Content",30+ days ago,Pinterest,4.2,,"San Francisco, CA 94103 (South of Market area)",3+ years of industry experience with proven ability to apply scientific methods to solve real-world problems on web-scale data.,
3152,Senior Data Scientist - Member Experience,11 days ago,Nextdoor,4.5,,"San Francisco, CA (South of Market area)","Advanced degree in a quantitative field and 2+ years work experience in data science or machine learning, or equivalent.",
3153,Data Scientist - Infectious Disease Modeler,30+ days ago,Metabiota,3.3,,"San Francisco, CA 94110 (Mission area)","Graduate degree in a data analytics or mathematics field, e.g. epidemiology, statistics, biostatistics.Your work will have direct public health and business…",
3154,"Paid Summer Intern - Undergraduate, Data Science",30+ days ago,Levi Strauss & Co.,3.9,,"San Francisco, CA (North Waterfront area)","In ad d ition t o day - t o-da y r e sponsi b i l ities, all inter n s wi l l p a rtici p ate in an intern g rou p pro j ect d ed i cated to a critical b u si n…",
3155,Quant Researcher/Data Scientist,13 days ago,MSCI Inc.,4,,"Berkeley, CA 94704 (Downtown Berkeley area)","Experience with machine learning algorithms, data science and big data tools, unstructured data.Identify sources of risk and return in equity markets,…",
3156,Research Scientist - NLP,30+ days ago,JD.com,4.2,,"Mountain View, CA 94043","Areas of research and development include: artificial intelligence, autonomous driving, robotics, computer vision, natural language processing, machine and deep…",
3157,Research Data Scientist,13 days ago,University of California San Francisco,4.2,,"San Francisco, CA 94143 (Haight-Ashbury area)","BA/BS degree with a major in a related field of quantitative science (e.g. data science, statistics, public health, epidemiology) and experience in project…",
3158,Senior Data Scientist,23 days ago,"VIZIO, Inc.",,,"San Francisco, CA 94108 (Financial District area)","Dig deep into high volumes of data to find anomalies and propose solutions to fix them.Track record of delivering data-driven products and insights, and…",
3159,Senior Data Scientist - Algorithms,30+ days ago,Spin,3.1,,"San Francisco, CA","You will be responsible for developing analytical insights, machine learning models and actionable data-informed solutions.Unlimited PTO for salaried roles.",
3160,Data Quality Analyst,16 days ago,Parallel Domain,,,"San Francisco Bay Area, CA",Experience testing and validating labeled camera and LiDAR datasets for machine learning and computer vision tasks.,
3161,"SAE Data Scientist, AI Consultant",30+ days ago,NVIDIA,4.2,,California,Ideal candidates will have an established track record in Deep Learning and Machine Learning; experience with GPUs as well as expertise in using deep learning…,
